
num,lat,lon,cases,deaths,recovered,DayStart,DayEnd,placetype,adm0,adm1,adm3,adm4,indiv
1,,,1,,,20200224,20200307,adm0,Afghanistan,,,,
2,,,4,,,20200308,20200309,adm0,Afghanistan,,,,
3,,,5,,,20200310,20200310,adm0,Afghanistan,,,,
4,,,7,,,20200311,20200313,adm0,Afghanistan,,,,
5,,,11,,,20200314,20200314,adm0,Afghanistan,,,,
6,,,16,,,20200315,20200315,adm0,Afghanistan,,,,
7,,,21,,,20200316,20200316,adm0,Afghanistan,,,,
8,,,22,,,20200317,20200319,adm0,Afghanistan,,,,
9,,,24,,,20200320,20200321,adm0,Afghanistan,,,,
10,,,40,,,20200322,20200323,adm0,Afghanistan,,,,
11,,,74,,,20200324,20200324,adm0,Afghanistan,,,,
12,,,84,,,20200325,20200325,adm0,Afghanistan,,,,
13,,,94,,,20200326,20200326,adm0,Afghanistan,,,,
14,,,110,,,20200327,20200328,adm0,Afghanistan,,,,
15,,,120,,,20200329,20200329,adm0,Afghanistan,,,,
16,,,170,,,20200330,20200330,adm0,Afghanistan,,,,
17,,,174,,,20200331,20200331,adm0,Afghanistan,,,,
18,,,237,,,20200401,20200401,adm0,Afghanistan,,,,
19,,,273,,,20200402,20200402,adm0,Afghanistan,,,,
20,,,281,,,20200403,20200403,adm0,Afghanistan,,,,
21,,,299,,,20200404,20200404,adm0,Afghanistan,,,,
22,,,349,,,20200405,20200405,adm0,Afghanistan,,,,
23,,,367,,,20200406,20200406,adm0,Afghanistan,,,,
24,,,423,,,20200407,20200407,adm0,Afghanistan,,,,
25,,,444,,,20200408,20200408,adm0,Afghanistan,,,,
26,,,484,,,20200409,20200409,adm0,Afghanistan,,,,
27,,,521,,,20200410,20200410,adm0,Afghanistan,,,,
28,,,555,,,20200411,20200411,adm0,Afghanistan,,,,
29,,,607,,,20200412,20200412,adm0,Afghanistan,,,,
30,,,2,,,20200309,20200309,adm0,Albania,,,,
31,,,10,,,20200310,20200310,adm0,Albania,,,,
32,,,12,,,20200311,20200311,adm0,Albania,,,,
33,,,23,,,20200312,20200312,adm0,Albania,,,,
34,,,33,,,20200313,20200313,adm0,Albania,,,,
35,,,38,,,20200314,20200314,adm0,Albania,,,,
36,,,42,,,20200315,20200315,adm0,Albania,,,,
37,,,51,,,20200316,20200316,adm0,Albania,,,,
38,,,55,,,20200317,20200317,adm0,Albania,,,,
39,,,59,,,20200318,20200318,adm0,Albania,,,,
40,,,64,,,20200319,20200319,adm0,Albania,,,,
41,,,70,,,20200320,20200320,adm0,Albania,,,,
42,,,76,,,20200321,20200321,adm0,Albania,,,,
43,,,89,,,20200322,20200322,adm0,Albania,,,,
44,,,104,,,20200323,20200323,adm0,Albania,,,,
45,,,123,,,20200324,20200324,adm0,Albania,,,,
46,,,146,,,20200325,20200325,adm0,Albania,,,,
47,,,174,,,20200326,20200326,adm0,Albania,,,,
48,,,186,,,20200327,20200327,adm0,Albania,,,,
49,,,197,,,20200328,20200328,adm0,Albania,,,,
50,,,212,,,20200329,20200329,adm0,Albania,,,,
51,,,223,,,20200330,20200330,adm0,Albania,,,,
52,,,243,,,20200331,20200331,adm0,Albania,,,,
53,,,259,,,20200401,20200401,adm0,Albania,,,,
54,,,277,,,20200402,20200402,adm0,Albania,,,,
55,,,304,,,20200403,20200403,adm0,Albania,,,,
56,,,333,,,20200404,20200404,adm0,Albania,,,,
57,,,361,,,20200405,20200405,adm0,Albania,,,,
58,,,377,,,20200406,20200406,adm0,Albania,,,,
59,,,383,,,20200407,20200407,adm0,Albania,,,,
60,,,400,,,20200408,20200408,adm0,Albania,,,,
61,,,409,,,20200409,20200409,adm0,Albania,,,,
62,,,416,,,20200410,20200410,adm0,Albania,,,,
63,,,433,,,20200411,20200411,adm0,Albania,,,,
64,,,446,,,20200412,20200412,adm0,Albania,,,,
65,,,1,,,20200225,20200301,adm0,Algeria,,,,
66,,,3,,,20200302,20200302,adm0,Algeria,,,,
67,,,5,,,20200303,20200303,adm0,Algeria,,,,
68,,,12,,,20200304,20200305,adm0,Algeria,,,,
69,,,17,,,20200306,20200307,adm0,Algeria,,,,
70,,,19,,,20200308,20200308,adm0,Algeria,,,,
71,,,20,,,20200309,20200311,adm0,Algeria,,,,
72,,,24,,,20200312,20200312,adm0,Algeria,,,,
73,,,26,,,20200313,20200313,adm0,Algeria,,,,
74,,,37,,,20200314,20200314,adm0,Algeria,,,,
75,,,48,,,20200315,20200315,adm0,Algeria,,,,
76,,,54,,,20200316,20200316,adm0,Algeria,,,,
77,,,60,,,20200317,20200317,adm0,Algeria,,,,
78,,,74,,,20200318,20200318,adm0,Algeria,,,,
79,,,87,,,20200319,20200319,adm0,Algeria,,,,
80,,,90,,,20200320,20200320,adm0,Algeria,,,,
81,,,139,,,20200321,20200321,adm0,Algeria,,,,
82,,,201,,,20200322,20200322,adm0,Algeria,,,,
83,,,230,,,20200323,20200323,adm0,Algeria,,,,
84,,,264,,,20200324,20200324,adm0,Algeria,,,,
85,,,302,,,20200325,20200325,adm0,Algeria,,,,
86,,,367,,,20200326,20200326,adm0,Algeria,,,,
87,,,409,,,20200327,20200327,adm0,Algeria,,,,
88,,,454,,,20200328,20200328,adm0,Algeria,,,,
89,,,511,,,20200329,20200329,adm0,Algeria,,,,
90,,,584,,,20200330,20200330,adm0,Algeria,,,,
91,,,716,,,20200331,20200331,adm0,Algeria,,,,
92,,,847,,,20200401,20200401,adm0,Algeria,,,,
93,,,986,,,20200402,20200402,adm0,Algeria,,,,
94,,,1171,,,20200403,20200403,adm0,Algeria,,,,
95,,,1251,,,20200404,20200404,adm0,Algeria,,,,
96,,,1320,,,20200405,20200405,adm0,Algeria,,,,
97,,,1423,,,20200406,20200406,adm0,Algeria,,,,
98,,,1468,,,20200407,20200407,adm0,Algeria,,,,
99,,,1572,,,20200408,20200408,adm0,Algeria,,,,
100,,,1666,,,20200409,20200409,adm0,Algeria,,,,
101,,,1761,,,20200410,20200410,adm0,Algeria,,,,
102,,,1825,,,20200411,20200411,adm0,Algeria,,,,
103,,,1914,,,20200412,20200412,adm0,Algeria,,,,
104,,,1,,,20200302,20200315,adm0,Andorra,,,,
105,,,2,,,20200316,20200316,adm0,Andorra,,,,
106,,,39,,,20200317,20200318,adm0,Andorra,,,,
107,,,53,,,20200319,20200319,adm0,Andorra,,,,
108,,,75,,,20200320,20200320,adm0,Andorra,,,,
109,,,88,,,20200321,20200321,adm0,Andorra,,,,
110,,,113,,,20200322,20200322,adm0,Andorra,,,,
111,,,133,,,20200323,20200323,adm0,Andorra,,,,
112,,,164,,,20200324,20200324,adm0,Andorra,,,,
113,,,188,,,20200325,20200325,adm0,Andorra,,,,
114,,,224,,,20200326,20200326,adm0,Andorra,,,,
115,,,267,,,20200327,20200327,adm0,Andorra,,,,
116,,,308,,,20200328,20200328,adm0,Andorra,,,,
117,,,334,,,20200329,20200329,adm0,Andorra,,,,
118,,,370,,,20200330,20200330,adm0,Andorra,,,,
119,,,376,,,20200331,20200331,adm0,Andorra,,,,
120,,,390,,,20200401,20200401,adm0,Andorra,,,,
121,,,428,,,20200402,20200402,adm0,Andorra,,,,
122,,,439,,,20200403,20200403,adm0,Andorra,,,,
123,,,466,,,20200404,20200404,adm0,Andorra,,,,
124,,,501,,,20200405,20200405,adm0,Andorra,,,,
125,,,525,,,20200406,20200406,adm0,Andorra,,,,
126,,,545,,,20200407,20200407,adm0,Andorra,,,,
127,,,564,,,20200408,20200408,adm0,Andorra,,,,
128,,,583,,,20200409,20200409,adm0,Andorra,,,,
129,,,601,,,20200410,20200411,adm0,Andorra,,,,
130,,,638,,,20200412,20200412,adm0,Andorra,,,,
131,,,1,,,20200320,20200320,adm0,Angola,,,,
132,,,2,,,20200321,20200322,adm0,Angola,,,,
133,,,3,,,20200323,20200325,adm0,Angola,,,,
134,,,4,,,20200326,20200327,adm0,Angola,,,,
135,,,5,,,20200328,20200328,adm0,Angola,,,,
136,,,7,,,20200329,20200331,adm0,Angola,,,,
137,,,8,,,20200401,20200403,adm0,Angola,,,,
138,,,10,,,20200404,20200404,adm0,Angola,,,,
139,,,14,,,20200405,20200405,adm0,Angola,,,,
140,,,16,,,20200406,20200406,adm0,Angola,,,,
141,,,17,,,20200407,20200407,adm0,Angola,,,,
142,,,19,,,20200408,20200412,adm0,Angola,,,,
143,,,1,,,20200313,20200322,adm0,Antigua and Barbuda,,,,
144,,,3,,,20200323,20200325,adm0,Antigua and Barbuda,,,,
145,,,7,,,20200326,20200401,adm0,Antigua and Barbuda,,,,
146,,,9,,,20200402,20200402,adm0,Antigua and Barbuda,,,,
147,,,15,,,20200403,20200406,adm0,Antigua and Barbuda,,,,
148,,,19,,,20200407,20200410,adm0,Antigua and Barbuda,,,,
149,,,21,,,20200411,20200412,adm0,Antigua and Barbuda,,,,
150,,,1,,,20200303,20200305,adm0,Argentina,,,,
151,,,2,,,20200306,20200306,adm0,Argentina,,,,
152,,,8,,,20200307,20200307,adm0,Argentina,,,,
153,,,12,,,20200308,20200309,adm0,Argentina,,,,
154,,,17,,,20200310,20200310,adm0,Argentina,,,,
155,,,19,,,20200311,20200312,adm0,Argentina,,,,
156,,,31,,,20200313,20200313,adm0,Argentina,,,,
157,,,34,,,20200314,20200314,adm0,Argentina,,,,
158,,,45,,,20200315,20200315,adm0,Argentina,,,,
159,,,56,,,20200316,20200316,adm0,Argentina,,,,
160,,,68,,,20200317,20200317,adm0,Argentina,,,,
161,,,79,,,20200318,20200318,adm0,Argentina,,,,
162,,,97,,,20200319,20200319,adm0,Argentina,,,,
163,,,128,,,20200320,20200320,adm0,Argentina,,,,
164,,,158,,,20200321,20200321,adm0,Argentina,,,,
165,,,266,,,20200322,20200322,adm0,Argentina,,,,
166,,,301,,,20200323,20200323,adm0,Argentina,,,,
167,,,387,,,20200324,20200325,adm0,Argentina,,,,
168,,,502,,,20200326,20200326,adm0,Argentina,,,,
169,,,589,,,20200327,20200327,adm0,Argentina,,,,
170,,,690,,,20200328,20200328,adm0,Argentina,,,,
171,,,745,,,20200329,20200329,adm0,Argentina,,,,
172,,,820,,,20200330,20200330,adm0,Argentina,,,,
173,,,1054,,,20200331,20200401,adm0,Argentina,,,,
174,,,1133,,,20200402,20200402,adm0,Argentina,,,,
175,,,1265,,,20200403,20200403,adm0,Argentina,,,,
176,,,1451,,,20200404,20200405,adm0,Argentina,,,,
177,,,1554,,,20200406,20200406,adm0,Argentina,,,,
178,,,1628,,,20200407,20200407,adm0,Argentina,,,,
179,,,1715,,,20200408,20200408,adm0,Argentina,,,,
180,,,1795,,,20200409,20200409,adm0,Argentina,,,,
181,,,1975,,,20200410,20200411,adm0,Argentina,,,,
182,,,2142,,,20200412,20200412,adm0,Argentina,,,,
183,,,1,,,20200301,20200311,adm0,Armenia,,,,
184,,,4,,,20200312,20200312,adm0,Armenia,,,,
185,,,8,,,20200313,20200313,adm0,Armenia,,,,
186,,,18,,,20200314,20200314,adm0,Armenia,,,,
187,,,26,,,20200315,20200315,adm0,Armenia,,,,
188,,,52,,,20200316,20200316,adm0,Armenia,,,,
189,,,78,,,20200317,20200317,adm0,Armenia,,,,
190,,,84,,,20200318,20200318,adm0,Armenia,,,,
191,,,115,,,20200319,20200319,adm0,Armenia,,,,
192,,,136,,,20200320,20200320,adm0,Armenia,,,,
193,,,160,,,20200321,20200321,adm0,Armenia,,,,
194,,,194,,,20200322,20200322,adm0,Armenia,,,,
195,,,235,,,20200323,20200323,adm0,Armenia,,,,
196,,,249,,,20200324,20200324,adm0,Armenia,,,,
197,,,265,,,20200325,20200325,adm0,Armenia,,,,
198,,,290,,,20200326,20200326,adm0,Armenia,,,,
199,,,329,,,20200327,20200327,adm0,Armenia,,,,
200,,,407,,,20200328,20200328,adm0,Armenia,,,,
201,,,424,,,20200329,20200329,adm0,Armenia,,,,
202,,,482,,,20200330,20200330,adm0,Armenia,,,,
203,,,532,,,20200331,20200331,adm0,Armenia,,,,
204,,,571,,,20200401,20200401,adm0,Armenia,,,,
205,,,663,,,20200402,20200402,adm0,Armenia,,,,
206,,,736,,,20200403,20200403,adm0,Armenia,,,,
207,,,770,,,20200404,20200404,adm0,Armenia,,,,
208,,,822,,,20200405,20200405,adm0,Armenia,,,,
209,,,833,,,20200406,20200406,adm0,Armenia,,,,
210,,,853,,,20200407,20200407,adm0,Armenia,,,,
211,,,881,,,20200408,20200408,adm0,Armenia,,,,
212,,,921,,,20200409,20200409,adm0,Armenia,,,,
213,,,937,,,20200410,20200410,adm0,Armenia,,,,
214,,,967,,,20200411,20200411,adm0,Armenia,,,,
215,,,1013,,,20200412,20200412,adm0,Armenia,,,,
216,,,1,,,20200313,20200315,adm1,Australia,Australian Capital Territory,,,
217,,,2,,,20200316,20200317,adm1,Australia,Australian Capital Territory,,,
218,,,3,,,20200318,20200318,adm1,Australia,Australian Capital Territory,,,
219,,,4,,,20200319,20200319,adm1,Australia,Australian Capital Territory,,,
220,,,6,,,20200320,20200320,adm1,Australia,Australian Capital Territory,,,
221,,,9,,,20200321,20200321,adm1,Australia,Australian Capital Territory,,,
222,,,19,,,20200322,20200322,adm1,Australia,Australian Capital Territory,,,
223,,,32,,,20200323,20200323,adm1,Australia,Australian Capital Territory,,,
224,,,39,,,20200324,20200325,adm1,Australia,Australian Capital Territory,,,
225,,,53,,,20200326,20200326,adm1,Australia,Australian Capital Territory,,,
226,,,62,,,20200327,20200327,adm1,Australia,Australian Capital Territory,,,
227,,,71,,,20200328,20200328,adm1,Australia,Australian Capital Territory,,,
228,,,77,,,20200329,20200329,adm1,Australia,Australian Capital Territory,,,
229,,,78,,,20200330,20200330,adm1,Australia,Australian Capital Territory,,,
230,,,80,,,20200331,20200331,adm1,Australia,Australian Capital Territory,,,
231,,,84,,,20200401,20200401,adm1,Australia,Australian Capital Territory,,,
232,,,87,,,20200402,20200402,adm1,Australia,Australian Capital Territory,,,
233,,,91,,,20200403,20200403,adm1,Australia,Australian Capital Territory,,,
234,,,93,,,20200404,20200404,adm1,Australia,Australian Capital Territory,,,
235,,,96,,,20200405,20200407,adm1,Australia,Australian Capital Territory,,,
236,,,99,,,20200408,20200408,adm1,Australia,Australian Capital Territory,,,
237,,,100,,,20200409,20200409,adm1,Australia,Australian Capital Territory,,,
238,,,103,,,20200410,20200412,adm1,Australia,Australian Capital Territory,,,
239,,,3,,,20200126,20200126,adm1,Australia,New South Wales,,,
240,,,4,,,20200127,20200229,adm1,Australia,New South Wales,,,
241,,,6,,,20200301,20200302,adm1,Australia,New South Wales,,,
242,,,13,,,20200303,20200303,adm1,Australia,New South Wales,,,
243,,,22,,,20200304,20200305,adm1,Australia,New South Wales,,,
244,,,26,,,20200306,20200306,adm1,Australia,New South Wales,,,
245,,,28,,,20200307,20200307,adm1,Australia,New South Wales,,,
246,,,38,,,20200308,20200308,adm1,Australia,New South Wales,,,
247,,,48,,,20200309,20200309,adm1,Australia,New South Wales,,,
248,,,55,,,20200310,20200310,adm1,Australia,New South Wales,,,
249,,,65,,,20200311,20200312,adm1,Australia,New South Wales,,,
250,,,92,,,20200313,20200313,adm1,Australia,New South Wales,,,
251,,,112,,,20200314,20200314,adm1,Australia,New South Wales,,,
252,,,134,,,20200315,20200315,adm1,Australia,New South Wales,,,
253,,,171,,,20200316,20200316,adm1,Australia,New South Wales,,,
254,,,210,,,20200317,20200317,adm1,Australia,New South Wales,,,
255,,,267,,,20200318,20200318,adm1,Australia,New South Wales,,,
256,,,307,,,20200319,20200319,adm1,Australia,New South Wales,,,
257,,,353,,,20200320,20200320,adm1,Australia,New South Wales,,,
258,,,436,,,20200321,20200321,adm1,Australia,New South Wales,,,
259,,,669,,,20200322,20200323,adm1,Australia,New South Wales,,,
260,,,818,,,20200324,20200324,adm1,Australia,New South Wales,,,
261,,,1029,,,20200325,20200325,adm1,Australia,New South Wales,,,
262,,,1219,,,20200326,20200326,adm1,Australia,New South Wales,,,
263,,,1405,,,20200327,20200327,adm1,Australia,New South Wales,,,
264,,,1617,,,20200328,20200328,adm1,Australia,New South Wales,,,
265,,,1791,,,20200329,20200329,adm1,Australia,New South Wales,,,
266,,,2032,,,20200330,20200331,adm1,Australia,New South Wales,,,
267,,,2182,,,20200401,20200401,adm1,Australia,New South Wales,,,
268,,,2298,,,20200402,20200402,adm1,Australia,New South Wales,,,
269,,,2389,,,20200403,20200403,adm1,Australia,New South Wales,,,
270,,,2493,,,20200404,20200404,adm1,Australia,New South Wales,,,
271,,,2580,,,20200405,20200405,adm1,Australia,New South Wales,,,
272,,,2637,,,20200406,20200406,adm1,Australia,New South Wales,,,
273,,,2686,,,20200407,20200407,adm1,Australia,New South Wales,,,
274,,,2734,,,20200408,20200408,adm1,Australia,New South Wales,,,
275,,,2773,,,20200409,20200409,adm1,Australia,New South Wales,,,
276,,,2822,,,20200410,20200410,adm1,Australia,New South Wales,,,
277,,,2857,,,20200411,20200412,adm1,Australia,New South Wales,,,
278,,,1,,,20200304,20200319,adm1,Australia,Northern Territory,,,
279,,,3,,,20200320,20200321,adm1,Australia,Northern Territory,,,
280,,,5,,,20200322,20200323,adm1,Australia,Northern Territory,,,
281,,,6,,,20200324,20200325,adm1,Australia,Northern Territory,,,
282,,,12,,,20200326,20200327,adm1,Australia,Northern Territory,,,
283,,,15,,,20200328,20200330,adm1,Australia,Northern Territory,,,
284,,,17,,,20200331,20200331,adm1,Australia,Northern Territory,,,
285,,,19,,,20200401,20200401,adm1,Australia,Northern Territory,,,
286,,,21,,,20200402,20200402,adm1,Australia,Northern Territory,,,
287,,,22,,,20200403,20200403,adm1,Australia,Northern Territory,,,
288,,,26,,,20200404,20200404,adm1,Australia,Northern Territory,,,
289,,,27,,,20200405,20200405,adm1,Australia,Northern Territory,,,
290,,,28,,,20200406,20200412,adm1,Australia,Northern Territory,,,
291,,,1,,,20200129,20200129,adm1,Australia,Queensland,,,
292,,,3,,,20200130,20200130,adm1,Australia,Queensland,,,
293,,,2,,,20200131,20200131,adm1,Australia,Queensland,,,
294,,,3,,,20200201,20200201,adm1,Australia,Queensland,,,
295,,,2,,,20200202,20200203,adm1,Australia,Queensland,,,
296,,,3,,,20200204,20200205,adm1,Australia,Queensland,,,
297,,,4,,,20200206,20200206,adm1,Australia,Queensland,,,
298,,,5,,,20200207,20200228,adm1,Australia,Queensland,,,
299,,,9,,,20200229,20200302,adm1,Australia,Queensland,,,
300,,,11,,,20200303,20200304,adm1,Australia,Queensland,,,
301,,,13,,,20200305,20200307,adm1,Australia,Queensland,,,
302,,,15,,,20200308,20200309,adm1,Australia,Queensland,,,
303,,,18,,,20200310,20200310,adm1,Australia,Queensland,,,
304,,,20,,,20200311,20200312,adm1,Australia,Queensland,,,
305,,,35,,,20200313,20200313,adm1,Australia,Queensland,,,
306,,,46,,,20200314,20200314,adm1,Australia,Queensland,,,
307,,,61,,,20200315,20200315,adm1,Australia,Queensland,,,
308,,,68,,,20200316,20200316,adm1,Australia,Queensland,,,
309,,,78,,,20200317,20200317,adm1,Australia,Queensland,,,
310,,,94,,,20200318,20200318,adm1,Australia,Queensland,,,
311,,,144,,,20200319,20200319,adm1,Australia,Queensland,,,
312,,,184,,,20200320,20200320,adm1,Australia,Queensland,,,
313,,,221,,,20200321,20200321,adm1,Australia,Queensland,,,
314,,,259,,,20200322,20200322,adm1,Australia,Queensland,,,
315,,,319,,,20200323,20200323,adm1,Australia,Queensland,,,
316,,,397,,,20200324,20200324,adm1,Australia,Queensland,,,
317,,,443,,,20200325,20200325,adm1,Australia,Queensland,,,
318,,,493,,,20200326,20200326,adm1,Australia,Queensland,,,
319,,,555,,,20200327,20200327,adm1,Australia,Queensland,,,
320,,,625,,,20200328,20200328,adm1,Australia,Queensland,,,
321,,,656,,,20200329,20200329,adm1,Australia,Queensland,,,
322,,,689,,,20200330,20200330,adm1,Australia,Queensland,,,
323,,,743,,,20200331,20200331,adm1,Australia,Queensland,,,
324,,,781,,,20200401,20200401,adm1,Australia,Queensland,,,
325,,,835,,,20200402,20200402,adm1,Australia,Queensland,,,
326,,,873,,,20200403,20200403,adm1,Australia,Queensland,,,
327,,,900,,,20200404,20200404,adm1,Australia,Queensland,,,
328,,,907,,,20200405,20200405,adm1,Australia,Queensland,,,
329,,,921,,,20200406,20200406,adm1,Australia,Queensland,,,
330,,,934,,,20200407,20200407,adm1,Australia,Queensland,,,
331,,,943,,,20200408,20200408,adm1,Australia,Queensland,,,
332,,,953,,,20200409,20200409,adm1,Australia,Queensland,,,
333,,,965,,,20200410,20200410,adm1,Australia,Queensland,,,
334,,,974,,,20200411,20200411,adm1,Australia,Queensland,,,
335,,,983,,,20200412,20200412,adm1,Australia,Queensland,,,
336,,,1,,,20200201,20200201,adm1,Australia,South Australia,,,
337,,,2,,,20200202,20200228,adm1,Australia,South Australia,,,
338,,,3,,,20200229,20200303,adm1,Australia,South Australia,,,
339,,,5,,,20200304,20200305,adm1,Australia,South Australia,,,
340,,,7,,,20200306,20200310,adm1,Australia,South Australia,,,
341,,,9,,,20200311,20200312,adm1,Australia,South Australia,,,
342,,,16,,,20200313,20200313,adm1,Australia,South Australia,,,
343,,,19,,,20200314,20200314,adm1,Australia,South Australia,,,
344,,,20,,,20200315,20200315,adm1,Australia,South Australia,,,
345,,,29,,,20200316,20200317,adm1,Australia,South Australia,,,
346,,,37,,,20200318,20200318,adm1,Australia,South Australia,,,
347,,,42,,,20200319,20200319,adm1,Australia,South Australia,,,
348,,,50,,,20200320,20200320,adm1,Australia,South Australia,,,
349,,,67,,,20200321,20200321,adm1,Australia,South Australia,,,
350,,,100,,,20200322,20200322,adm1,Australia,South Australia,,,
351,,,134,,,20200323,20200323,adm1,Australia,South Australia,,,
352,,,170,,,20200324,20200325,adm1,Australia,South Australia,,,
353,,,235,,,20200326,20200326,adm1,Australia,South Australia,,,
354,,,257,,,20200327,20200327,adm1,Australia,South Australia,,,
355,,,287,,,20200328,20200328,adm1,Australia,South Australia,,,
356,,,299,,,20200329,20200329,adm1,Australia,South Australia,,,
357,,,305,,,20200330,20200330,adm1,Australia,South Australia,,,
358,,,337,,,20200331,20200331,adm1,Australia,South Australia,,,
359,,,367,,,20200401,20200402,adm1,Australia,South Australia,,,
360,,,396,,,20200403,20200403,adm1,Australia,South Australia,,,
361,,,407,,,20200404,20200405,adm1,Australia,South Australia,,,
362,,,411,,,20200406,20200407,adm1,Australia,South Australia,,,
363,,,415,,,20200408,20200408,adm1,Australia,South Australia,,,
364,,,420,,,20200409,20200409,adm1,Australia,South Australia,,,
365,,,428,,,20200410,20200410,adm1,Australia,South Australia,,,
366,,,429,,,20200411,20200412,adm1,Australia,South Australia,,,
367,,,1,,,20200302,20200307,adm1,Australia,Tasmania,,,
368,,,2,,,20200308,20200310,adm1,Australia,Tasmania,,,
369,,,3,,,20200311,20200312,adm1,Australia,Tasmania,,,
370,,,5,,,20200313,20200314,adm1,Australia,Tasmania,,,
371,,,6,,,20200315,20200315,adm1,Australia,Tasmania,,,
372,,,7,,,20200316,20200317,adm1,Australia,Tasmania,,,
373,,,10,,,20200318,20200320,adm1,Australia,Tasmania,,,
374,,,16,,,20200321,20200321,adm1,Australia,Tasmania,,,
375,,,22,,,20200322,20200322,adm1,Australia,Tasmania,,,
376,,,28,,,20200323,20200324,adm1,Australia,Tasmania,,,
377,,,36,,,20200325,20200325,adm1,Australia,Tasmania,,,
378,,,47,,,20200326,20200327,adm1,Australia,Tasmania,,,
379,,,62,,,20200328,20200328,adm1,Australia,Tasmania,,,
380,,,66,,,20200329,20200330,adm1,Australia,Tasmania,,,
381,,,69,,,20200331,20200401,adm1,Australia,Tasmania,,,
382,,,72,,,20200402,20200402,adm1,Australia,Tasmania,,,
383,,,74,,,20200403,20200403,adm1,Australia,Tasmania,,,
384,,,80,,,20200404,20200404,adm1,Australia,Tasmania,,,
385,,,82,,,20200405,20200405,adm1,Australia,Tasmania,,,
386,,,86,,,20200406,20200406,adm1,Australia,Tasmania,,,
387,,,89,,,20200407,20200407,adm1,Australia,Tasmania,,,
388,,,98,,,20200408,20200408,adm1,Australia,Tasmania,,,
389,,,111,,,20200409,20200409,adm1,Australia,Tasmania,,,
390,,,122,,,20200410,20200410,adm1,Australia,Tasmania,,,
391,,,133,,,20200411,20200412,adm1,Australia,Tasmania,,,
392,,,1,,,20200126,20200129,adm1,Australia,Victoria,,,
393,,,2,,,20200130,20200130,adm1,Australia,Victoria,,,
394,,,3,,,20200131,20200131,adm1,Australia,Victoria,,,
395,,,4,,,20200201,20200228,adm1,Australia,Victoria,,,
396,,,7,,,20200229,20200301,adm1,Australia,Victoria,,,
397,,,9,,,20200302,20200303,adm1,Australia,Victoria,,,
398,,,10,,,20200304,20200306,adm1,Australia,Victoria,,,
399,,,11,,,20200307,20200308,adm1,Australia,Victoria,,,
400,,,15,,,20200309,20200309,adm1,Australia,Victoria,,,
401,,,18,,,20200310,20200310,adm1,Australia,Victoria,,,
402,,,21,,,20200311,20200312,adm1,Australia,Victoria,,,
403,,,36,,,20200313,20200313,adm1,Australia,Victoria,,,
404,,,49,,,20200314,20200314,adm1,Australia,Victoria,,,
405,,,57,,,20200315,20200315,adm1,Australia,Victoria,,,
406,,,71,,,20200316,20200316,adm1,Australia,Victoria,,,
407,,,94,,,20200317,20200317,adm1,Australia,Victoria,,,
408,,,121,,,20200318,20200320,adm1,Australia,Victoria,,,
409,,,229,,,20200321,20200321,adm1,Australia,Victoria,,,
410,,,355,,,20200322,20200323,adm1,Australia,Victoria,,,
411,,,411,,,20200324,20200324,adm1,Australia,Victoria,,,
412,,,466,,,20200325,20200325,adm1,Australia,Victoria,,,
413,,,520,,,20200326,20200326,adm1,Australia,Victoria,,,
414,,,574,,,20200327,20200327,adm1,Australia,Victoria,,,
415,,,685,,,20200328,20200328,adm1,Australia,Victoria,,,
416,,,769,,,20200329,20200329,adm1,Australia,Victoria,,,
417,,,821,,,20200330,20200330,adm1,Australia,Victoria,,,
418,,,917,,,20200331,20200331,adm1,Australia,Victoria,,,
419,,,968,,,20200401,20200401,adm1,Australia,Victoria,,,
420,,,1036,,,20200402,20200402,adm1,Australia,Victoria,,,
421,,,1085,,,20200403,20200403,adm1,Australia,Victoria,,,
422,,,1115,,,20200404,20200404,adm1,Australia,Victoria,,,
423,,,1135,,,20200405,20200405,adm1,Australia,Victoria,,,
424,,,1158,,,20200406,20200406,adm1,Australia,Victoria,,,
425,,,1191,,,20200407,20200407,adm1,Australia,Victoria,,,
426,,,1212,,,20200408,20200408,adm1,Australia,Victoria,,,
427,,,1228,,,20200409,20200409,adm1,Australia,Victoria,,,
428,,,1241,,,20200410,20200410,adm1,Australia,Victoria,,,
429,,,1265,,,20200411,20200411,adm1,Australia,Victoria,,,
430,,,1268,,,20200412,20200412,adm1,Australia,Victoria,,,
431,,,2,,,20200229,20200304,adm1,Australia,Western Australia,,,
432,,,3,,,20200305,20200308,adm1,Australia,Western Australia,,,
433,,,4,,,20200309,20200309,adm1,Australia,Western Australia,,,
434,,,6,,,20200310,20200310,adm1,Australia,Western Australia,,,
435,,,9,,,20200311,20200312,adm1,Australia,Western Australia,,,
436,,,14,,,20200313,20200313,adm1,Australia,Western Australia,,,
437,,,17,,,20200314,20200315,adm1,Australia,Western Australia,,,
438,,,28,,,20200316,20200316,adm1,Australia,Western Australia,,,
439,,,31,,,20200317,20200317,adm1,Australia,Western Australia,,,
440,,,35,,,20200318,20200318,adm1,Australia,Western Australia,,,
441,,,52,,,20200319,20200319,adm1,Australia,Western Australia,,,
442,,,64,,,20200320,20200320,adm1,Australia,Western Australia,,,
443,,,90,,,20200321,20200321,adm1,Australia,Western Australia,,,
444,,,120,,,20200322,20200322,adm1,Australia,Western Australia,,,
445,,,140,,,20200323,20200323,adm1,Australia,Western Australia,,,
