
num,lat,lon,cases,deaths,recovered,DayStart,DayEnd,placetype,adm0,adm1,adm3,adm4,indiv
1251,,,271,,,20200409,20200409,adm1,Canada,Saskatchewan,,,
1252,,,285,,,20200410,20200410,adm1,Canada,Saskatchewan,,,
1253,,,289,,,20200411,20200411,adm1,Canada,Saskatchewan,,,
1254,,,298,,,20200412,20200412,adm1,Canada,Saskatchewan,,,
1255,,,1,,,20200315,20200319,adm0,Central African Republic,,,,
1256,,,3,,,20200320,20200402,adm0,Central African Republic,,,,
1257,,,8,,,20200403,20200412,adm0,Central African Republic,,,,
1258,,,1,,,20200319,20200323,adm0,Chad,,,,
1259,,,3,,,20200324,20200329,adm0,Chad,,,,
1260,,,5,,,20200330,20200330,adm0,Chad,,,,
1261,,,7,,,20200331,20200401,adm0,Chad,,,,
1262,,,8,,,20200402,20200403,adm0,Chad,,,,
1263,,,9,,,20200404,20200406,adm0,Chad,,,,
1264,,,10,,,20200407,20200408,adm0,Chad,,,,
1265,,,11,,,20200409,20200411,adm0,Chad,,,,
1266,,,18,,,20200412,20200412,adm0,Chad,,,,
1267,,,1,,,20200303,20200304,adm0,Chile,,,,
1268,,,4,,,20200305,20200307,adm0,Chile,,,,
1269,,,8,,,20200308,20200309,adm0,Chile,,,,
1270,,,13,,,20200310,20200310,adm0,Chile,,,,
1271,,,23,,,20200311,20200312,adm0,Chile,,,,
1272,,,43,,,20200313,20200313,adm0,Chile,,,,
1273,,,61,,,20200314,20200314,adm0,Chile,,,,
1274,,,74,,,20200315,20200315,adm0,Chile,,,,
1275,,,155,,,20200316,20200316,adm0,Chile,,,,
1276,,,201,,,20200317,20200317,adm0,Chile,,,,
1277,,,238,,,20200318,20200319,adm0,Chile,,,,
1278,,,434,,,20200320,20200320,adm0,Chile,,,,
1279,,,537,,,20200321,20200321,adm0,Chile,,,,
1280,,,632,,,20200322,20200322,adm0,Chile,,,,
1281,,,746,,,20200323,20200323,adm0,Chile,,,,
1282,,,922,,,20200324,20200324,adm0,Chile,,,,
1283,,,1142,,,20200325,20200325,adm0,Chile,,,,
1284,,,1306,,,20200326,20200326,adm0,Chile,,,,
1285,,,1610,,,20200327,20200327,adm0,Chile,,,,
1286,,,1909,,,20200328,20200328,adm0,Chile,,,,
1287,,,2139,,,20200329,20200329,adm0,Chile,,,,
1288,,,2449,,,20200330,20200330,adm0,Chile,,,,
1289,,,2738,,,20200331,20200331,adm0,Chile,,,,
1290,,,3031,,,20200401,20200401,adm0,Chile,,,,
1291,,,3404,,,20200402,20200402,adm0,Chile,,,,
1292,,,3737,,,20200403,20200403,adm0,Chile,,,,
1293,,,4161,,,20200404,20200404,adm0,Chile,,,,
1294,,,4471,,,20200405,20200405,adm0,Chile,,,,
1295,,,4815,,,20200406,20200406,adm0,Chile,,,,
1296,,,5116,,,20200407,20200407,adm0,Chile,,,,
1297,,,5546,,,20200408,20200408,adm0,Chile,,,,
1298,,,5972,,,20200409,20200409,adm0,Chile,,,,
1299,,,6501,,,20200410,20200410,adm0,Chile,,,,
1300,,,6927,,,20200411,20200411,adm0,Chile,,,,
1301,,,7213,,,20200412,20200412,adm0,Chile,,,,
1302,,,1,,,20200122,20200122,adm1,China,Anhui,,,
1303,,,9,,,20200123,20200123,adm1,China,Anhui,,,
1304,,,15,,,20200124,20200124,adm1,China,Anhui,,,
1305,,,39,,,20200125,20200125,adm1,China,Anhui,,,
1306,,,60,,,20200126,20200126,adm1,China,Anhui,,,
1307,,,70,,,20200127,20200127,adm1,China,Anhui,,,
1308,,,106,,,20200128,20200128,adm1,China,Anhui,,,
1309,,,152,,,20200129,20200129,adm1,China,Anhui,,,
1310,,,200,,,20200130,20200130,adm1,China,Anhui,,,
1311,,,237,,,20200131,20200131,adm1,China,Anhui,,,
1312,,,297,,,20200201,20200201,adm1,China,Anhui,,,
1313,,,340,,,20200202,20200202,adm1,China,Anhui,,,
1314,,,408,,,20200203,20200203,adm1,China,Anhui,,,
1315,,,480,,,20200204,20200204,adm1,China,Anhui,,,
1316,,,530,,,20200205,20200205,adm1,China,Anhui,,,
1317,,,591,,,20200206,20200206,adm1,China,Anhui,,,
1318,,,665,,,20200207,20200207,adm1,China,Anhui,,,
1319,,,733,,,20200208,20200208,adm1,China,Anhui,,,
1320,,,779,,,20200209,20200209,adm1,China,Anhui,,,
1321,,,830,,,20200210,20200210,adm1,China,Anhui,,,
1322,,,860,,,20200211,20200211,adm1,China,Anhui,,,
1323,,,889,,,20200212,20200212,adm1,China,Anhui,,,
1324,,,910,,,20200213,20200213,adm1,China,Anhui,,,
1325,,,934,,,20200214,20200214,adm1,China,Anhui,,,
1326,,,950,,,20200215,20200215,adm1,China,Anhui,,,
1327,,,962,,,20200216,20200216,adm1,China,Anhui,,,
1328,,,973,,,20200217,20200217,adm1,China,Anhui,,,
1329,,,982,,,20200218,20200218,adm1,China,Anhui,,,
1330,,,986,,,20200219,20200219,adm1,China,Anhui,,,
1331,,,987,,,20200220,20200220,adm1,China,Anhui,,,
1332,,,988,,,20200221,20200221,adm1,China,Anhui,,,
1333,,,989,,,20200222,20200227,adm1,China,Anhui,,,
1334,,,990,,,20200228,20200408,adm1,China,Anhui,,,
1335,,,991,,,20200409,20200412,adm1,China,Anhui,,,
1336,,,14,,,20200122,20200122,adm1,China,Beijing,,,
1337,,,22,,,20200123,20200123,adm1,China,Beijing,,,
1338,,,36,,,20200124,20200124,adm1,China,Beijing,,,
1339,,,41,,,20200125,20200125,adm1,China,Beijing,,,
1340,,,68,,,20200126,20200126,adm1,China,Beijing,,,
1341,,,80,,,20200127,20200127,adm1,China,Beijing,,,
1342,,,91,,,20200128,20200128,adm1,China,Beijing,,,
1343,,,111,,,20200129,20200129,adm1,China,Beijing,,,
1344,,,114,,,20200130,20200130,adm1,China,Beijing,,,
1345,,,139,,,20200131,20200131,adm1,China,Beijing,,,
1346,,,168,,,20200201,20200201,adm1,China,Beijing,,,
1347,,,191,,,20200202,20200202,adm1,China,Beijing,,,
1348,,,212,,,20200203,20200203,adm1,China,Beijing,,,
1349,,,228,,,20200204,20200204,adm1,China,Beijing,,,
1350,,,253,,,20200205,20200205,adm1,China,Beijing,,,
1351,,,274,,,20200206,20200206,adm1,China,Beijing,,,
1352,,,297,,,20200207,20200207,adm1,China,Beijing,,,
1353,,,315,,,20200208,20200208,adm1,China,Beijing,,,
1354,,,326,,,20200209,20200209,adm1,China,Beijing,,,
1355,,,337,,,20200210,20200210,adm1,China,Beijing,,,
1356,,,342,,,20200211,20200211,adm1,China,Beijing,,,
1357,,,352,,,20200212,20200212,adm1,China,Beijing,,,
1358,,,366,,,20200213,20200213,adm1,China,Beijing,,,
1359,,,372,,,20200214,20200214,adm1,China,Beijing,,,
1360,,,375,,,20200215,20200215,adm1,China,Beijing,,,
1361,,,380,,,20200216,20200216,adm1,China,Beijing,,,
1362,,,381,,,20200217,20200217,adm1,China,Beijing,,,
1363,,,387,,,20200218,20200218,adm1,China,Beijing,,,
1364,,,393,,,20200219,20200219,adm1,China,Beijing,,,
1365,,,395,,,20200220,20200220,adm1,China,Beijing,,,
1366,,,396,,,20200221,20200221,adm1,China,Beijing,,,
1367,,,399,,,20200222,20200224,adm1,China,Beijing,,,
1368,,,400,,,20200225,20200226,adm1,China,Beijing,,,
1369,,,410,,,20200227,20200228,adm1,China,Beijing,,,
1370,,,411,,,20200229,20200229,adm1,China,Beijing,,,
1371,,,413,,,20200301,20200301,adm1,China,Beijing,,,
1372,,,414,,,20200302,20200303,adm1,China,Beijing,,,
1373,,,418,,,20200304,20200305,adm1,China,Beijing,,,
1374,,,422,,,20200306,20200306,adm1,China,Beijing,,,
1375,,,426,,,20200307,20200307,adm1,China,Beijing,,,
1376,,,428,,,20200308,20200309,adm1,China,Beijing,,,
1377,,,429,,,20200310,20200310,adm1,China,Beijing,,,
1378,,,435,,,20200311,20200312,adm1,China,Beijing,,,
1379,,,436,,,20200313,20200313,adm1,China,Beijing,,,
1380,,,437,,,20200314,20200314,adm1,China,Beijing,,,
1381,,,442,,,20200315,20200315,adm1,China,Beijing,,,
1382,,,452,,,20200316,20200316,adm1,China,Beijing,,,
1383,,,456,,,20200317,20200317,adm1,China,Beijing,,,
1384,,,469,,,20200318,20200318,adm1,China,Beijing,,,
1385,,,480,,,20200319,20200319,adm1,China,Beijing,,,
1386,,,491,,,20200320,20200320,adm1,China,Beijing,,,
1387,,,504,,,20200321,20200321,adm1,China,Beijing,,,
1388,,,522,,,20200322,20200322,adm1,China,Beijing,,,
1389,,,537,,,20200323,20200323,adm1,China,Beijing,,,
1390,,,558,,,20200324,20200324,adm1,China,Beijing,,,
1391,,,561,,,20200325,20200325,adm1,China,Beijing,,,
1392,,,566,,,20200326,20200326,adm1,China,Beijing,,,
1393,,,569,,,20200327,20200327,adm1,China,Beijing,,,
1394,,,573,,,20200328,20200328,adm1,China,Beijing,,,
1395,,,577,,,20200329,20200330,adm1,China,Beijing,,,
1396,,,580,,,20200331,20200401,adm1,China,Beijing,,,
1397,,,582,,,20200402,20200402,adm1,China,Beijing,,,
1398,,,584,,,20200403,20200403,adm1,China,Beijing,,,
1399,,,585,,,20200404,20200404,adm1,China,Beijing,,,
1400,,,586,,,20200405,20200405,adm1,China,Beijing,,,
1401,,,587,,,20200406,20200407,adm1,China,Beijing,,,
1402,,,588,,,20200408,20200410,adm1,China,Beijing,,,
1403,,,589,,,20200411,20200412,adm1,China,Beijing,,,
1404,,,6,,,20200122,20200122,adm1,China,Chongqing,,,
1405,,,9,,,20200123,20200123,adm1,China,Chongqing,,,
1406,,,27,,,20200124,20200124,adm1,China,Chongqing,,,
1407,,,57,,,20200125,20200125,adm1,China,Chongqing,,,
1408,,,75,,,20200126,20200126,adm1,China,Chongqing,,,
1409,,,110,,,20200127,20200127,adm1,China,Chongqing,,,
1410,,,132,,,20200128,20200128,adm1,China,Chongqing,,,
1411,,,147,,,20200129,20200129,adm1,China,Chongqing,,,
1412,,,182,,,20200130,20200130,adm1,China,Chongqing,,,
1413,,,211,,,20200131,20200131,adm1,China,Chongqing,,,
1414,,,247,,,20200201,20200201,adm1,China,Chongqing,,,
1415,,,300,,,20200202,20200202,adm1,China,Chongqing,,,
1416,,,337,,,20200203,20200203,adm1,China,Chongqing,,,
1417,,,366,,,20200204,20200204,adm1,China,Chongqing,,,
1418,,,389,,,20200205,20200205,adm1,China,Chongqing,,,
1419,,,411,,,20200206,20200206,adm1,China,Chongqing,,,
1420,,,426,,,20200207,20200207,adm1,China,Chongqing,,,
1421,,,428,,,20200208,20200208,adm1,China,Chongqing,,,
1422,,,468,,,20200209,20200209,adm1,China,Chongqing,,,
1423,,,486,,,20200210,20200210,adm1,China,Chongqing,,,
1424,,,505,,,20200211,20200211,adm1,China,Chongqing,,,
1425,,,518,,,20200212,20200212,adm1,China,Chongqing,,,
1426,,,529,,,20200213,20200213,adm1,China,Chongqing,,,
1427,,,537,,,20200214,20200214,adm1,China,Chongqing,,,
1428,,,544,,,20200215,20200215,adm1,China,Chongqing,,,
1429,,,551,,,20200216,20200216,adm1,China,Chongqing,,,
1430,,,553,,,20200217,20200217,adm1,China,Chongqing,,,
1431,,,555,,,20200218,20200218,adm1,China,Chongqing,,,
1432,,,560,,,20200219,20200219,adm1,China,Chongqing,,,
1433,,,567,,,20200220,20200220,adm1,China,Chongqing,,,
1434,,,572,,,20200221,20200221,adm1,China,Chongqing,,,
1435,,,573,,,20200222,20200222,adm1,China,Chongqing,,,
1436,,,575,,,20200223,20200223,adm1,China,Chongqing,,,
1437,,,576,,,20200224,20200321,adm1,China,Chongqing,,,
1438,,,577,,,20200322,20200322,adm1,China,Chongqing,,,
1439,,,578,,,20200323,20200328,adm1,China,Chongqing,,,
1440,,,579,,,20200329,20200412,adm1,China,Chongqing,,,
1441,,,1,,,20200122,20200122,adm1,China,Fujian,,,
1442,,,5,,,20200123,20200123,adm1,China,Fujian,,,
1443,,,10,,,20200124,20200124,adm1,China,Fujian,,,
1444,,,18,,,20200125,20200125,adm1,China,Fujian,,,
1445,,,35,,,20200126,20200126,adm1,China,Fujian,,,
1446,,,59,,,20200127,20200127,adm1,China,Fujian,,,
1447,,,80,,,20200128,20200128,adm1,China,Fujian,,,
1448,,,84,,,20200129,20200129,adm1,China,Fujian,,,
1449,,,101,,,20200130,20200130,adm1,China,Fujian,,,
1450,,,120,,,20200131,20200131,adm1,China,Fujian,,,
1451,,,144,,,20200201,20200201,adm1,China,Fujian,,,
1452,,,159,,,20200202,20200202,adm1,China,Fujian,,,
1453,,,179,,,20200203,20200203,adm1,China,Fujian,,,
1454,,,194,,,20200204,20200204,adm1,China,Fujian,,,
1455,,,205,,,20200205,20200205,adm1,China,Fujian,,,
1456,,,215,,,20200206,20200206,adm1,China,Fujian,,,
1457,,,224,,,20200207,20200207,adm1,China,Fujian,,,
1458,,,239,,,20200208,20200208,adm1,China,Fujian,,,
1459,,,250,,,20200209,20200209,adm1,China,Fujian,,,
1460,,,261,,,20200210,20200210,adm1,China,Fujian,,,
1461,,,267,,,20200211,20200211,adm1,China,Fujian,,,
1462,,,272,,,20200212,20200212,adm1,China,Fujian,,,
1463,,,279,,,20200213,20200213,adm1,China,Fujian,,,
1464,,,281,,,20200214,20200214,adm1,China,Fujian,,,
1465,,,285,,,20200215,20200215,adm1,China,Fujian,,,
1466,,,287,,,20200216,20200216,adm1,China,Fujian,,,
1467,,,290,,,20200217,20200217,adm1,China,Fujian,,,
1468,,,292,,,20200218,20200218,adm1,China,Fujian,,,
1469,,,293,,,20200219,20200224,adm1,China,Fujian,,,
1470,,,294,,,20200225,20200226,adm1,China,Fujian,,,
1471,,,296,,,20200227,20200319,adm1,China,Fujian,,,
1472,,,299,,,20200320,20200320,adm1,China,Fujian,,,
1473,,,303,,,20200321,20200321,adm1,China,Fujian,,,
1474,,,313,,,20200322,20200323,adm1,China,Fujian,,,
1475,,,318,,,20200324,20200324,adm1,China,Fujian,,,
1476,,,322,,,20200325,20200325,adm1,China,Fujian,,,
1477,,,328,,,20200326,20200326,adm1,China,Fujian,,,
1478,,,331,,,20200327,20200327,adm1,China,Fujian,,,
1479,,,337,,,20200328,20200328,adm1,China,Fujian,,,
1480,,,338,,,20200329,20200329,adm1,China,Fujian,,,
1481,,,340,,,20200330,20200330,adm1,China,Fujian,,,
1482,,,343,,,20200331,20200331,adm1,China,Fujian,,,
1483,,,345,,,20200401,20200402,adm1,China,Fujian,,,
1484,,,349,,,20200403,20200403,adm1,China,Fujian,,,
1485,,,350,,,20200404,20200406,adm1,China,Fujian,,,
1486,,,351,,,20200407,20200411,adm1,China,Fujian,,,
1487,,,352,,,20200412,20200412,adm1,China,Fujian,,,
1488,,,2,,,20200123,20200124,adm1,China,Gansu,,,
1489,,,4,,,20200125,20200125,adm1,China,Gansu,,,
1490,,,7,,,20200126,20200126,adm1,China,Gansu,,,
1491,,,14,,,20200127,20200127,adm1,China,Gansu,,,
1492,,,19,,,20200128,20200128,adm1,China,Gansu,,,
1493,,,24,,,20200129,20200129,adm1,China,Gansu,,,
1494,,,26,,,20200130,20200130,adm1,China,Gansu,,,
1495,,,29,,,20200131,20200131,adm1,China,Gansu,,,
1496,,,40,,,20200201,20200201,adm1,China,Gansu,,,
1497,,,51,,,20200202,20200202,adm1,China,Gansu,,,
1498,,,55,,,20200203,20200203,adm1,China,Gansu,,,
1499,,,57,,,20200204,20200204,adm1,China,Gansu,,,
1500,,,62,,,20200205,20200206,adm1,China,Gansu,,,
1501,,,67,,,20200207,20200207,adm1,China,Gansu,,,
1502,,,79,,,20200208,20200208,adm1,China,Gansu,,,
1503,,,83,,,20200209,20200210,adm1,China,Gansu,,,
1504,,,86,,,20200211,20200211,adm1,China,Gansu,,,
1505,,,87,,,20200212,20200212,adm1,China,Gansu,,,
1506,,,90,,,20200213,20200216,adm1,China,Gansu,,,
1507,,,91,,,20200217,20200304,adm1,China,Gansu,,,
1508,,,102,,,20200305,20200305,adm1,China,Gansu,,,
1509,,,119,,,20200306,20200306,adm1,China,Gansu,,,
1510,,,120,,,20200307,20200307,adm1,China,Gansu,,,
1511,,,124,,,20200308,20200309,adm1,China,Gansu,,,
1512,,,125,,,20200310,20200310,adm1,China,Gansu,,,
1513,,,127,,,20200311,20200313,adm1,China,Gansu,,,
1514,,,129,,,20200314,20200314,adm1,China,Gansu,,,
1515,,,133,,,20200315,20200318,adm1,China,Gansu,,,
1516,,,134,,,20200319,20200321,adm1,China,Gansu,,,
1517,,,136,,,20200322,20200328,adm1,China,Gansu,,,
1518,,,138,,,20200329,20200405,adm1,China,Gansu,,,
1519,,,139,,,20200406,20200412,adm1,China,Gansu,,,
1520,,,26,,,20200122,20200122,adm1,China,Guangdong,,,
1521,,,32,,,20200123,20200123,adm1,China,Guangdong,,,
1522,,,53,,,20200124,20200124,adm1,China,Guangdong,,,
1523,,,78,,,20200125,20200125,adm1,China,Guangdong,,,
1524,,,111,,,20200126,20200126,adm1,China,Guangdong,,,
1525,,,151,,,20200127,20200127,adm1,China,Guangdong,,,
1526,,,207,,,20200128,20200128,adm1,China,Guangdong,,,
1527,,,277,,,20200129,20200129,adm1,China,Guangdong,,,
1528,,,354,,,20200130,20200130,adm1,China,Guangdong,,,
1529,,,436,,,20200131,20200131,adm1,China,Guangdong,,,
1530,,,535,,,20200201,20200201,adm1,China,Guangdong,,,
1531,,,632,,,20200202,20200202,adm1,China,Guangdong,,,
1532,,,725,,,20200203,20200203,adm1,China,Guangdong,,,
1533,,,813,,,20200204,20200204,adm1,China,Guangdong,,,
1534,,,895,,,20200205,20200205,adm1,China,Guangdong,,,
1535,,,970,,,20200206,20200206,adm1,China,Guangdong,,,
1536,,,1034,,,20200207,20200207,adm1,China,Guangdong,,,
1537,,,1095,,,20200208,20200208,adm1,China,Guangdong,,,
1538,,,1131,,,20200209,20200209,adm1,China,Guangdong,,,
1539,,,1159,,,20200210,20200210,adm1,China,Guangdong,,,
1540,,,1177,,,20200211,20200211,adm1,China,Guangdong,,,
1541,,,1219,,,20200212,20200212,adm1,China,Guangdong,,,
1542,,,1241,,,20200213,20200213,adm1,China,Guangdong,,,
1543,,,1261,,,20200214,20200214,adm1,China,Guangdong,,,
1544,,,1294,,,20200215,20200215,adm1,China,Guangdong,,,
1545,,,1316,,,20200216,20200216,adm1,China,Guangdong,,,
1546,,,1322,,,20200217,20200217,adm1,China,Guangdong,,,
1547,,,1328,,,20200218,20200218,adm1,China,Guangdong,,,
1548,,,1331,,,20200219,20200219,adm1,China,Guangdong,,,
1549,,,1332,,,20200220,20200220,adm1,China,Guangdong,,,
1550,,,1333,,,20200221,20200221,adm1,China,Guangdong,,,
1551,,,1339,,,20200222,20200222,adm1,China,Guangdong,,,
1552,,,1342,,,20200223,20200223,adm1,China,Guangdong,,,
1553,,,1345,,,20200224,20200224,adm1,China,Guangdong,,,
1554,,,1347,,,20200225,20200227,adm1,China,Guangdong,,,
1555,,,1348,,,20200228,20200228,adm1,China,Guangdong,,,
1556,,,1349,,,20200229,20200301,adm1,China,Guangdong,,,
1557,,,1350,,,20200302,20200304,adm1,China,Guangdong,,,
1558,,,1351,,,20200305,20200305,adm1,China,Guangdong,,,
1559,,,1352,,,20200306,20200309,adm1,China,Guangdong,,,
1560,,,1353,,,20200310,20200310,adm1,China,Guangdong,,,
1561,,,1356,,,20200311,20200314,adm1,China,Guangdong,,,
1562,,,1360,,,20200315,20200315,adm1,China,Guangdong,,,
1563,,,1361,,,20200316,20200316,adm1,China,Guangdong,,,
1564,,,1364,,,20200317,20200317,adm1,China,Guangdong,,,
1565,,,1370,,,20200318,20200318,adm1,China,Guangdong,,,
1566,,,1378,,,20200319,20200319,adm1,China,Guangdong,,,
1567,,,1395,,,20200320,20200320,adm1,China,Guangdong,,,
1568,,,1400,,,20200321,20200321,adm1,China,Guangdong,,,
1569,,,1413,,,20200322,20200322,adm1,China,Guangdong,,,
1570,,,1415,,,20200323,20200323,adm1,China,Guangdong,,,
1571,,,1428,,,20200324,20200324,adm1,China,Guangdong,,,
1572,,,1433,,,20200325,20200325,adm1,China,Guangdong,,,
1573,,,1448,,,20200326,20200326,adm1,China,Guangdong,,,
1574,,,1456,,,20200327,20200327,adm1,China,Guangdong,,,
1575,,,1467,,,20200328,20200328,adm1,China,Guangdong,,,
1576,,,1475,,,20200329,20200329,adm1,China,Guangdong,,,
1577,,,1484,,,20200330,20200330,adm1,China,Guangdong,,,
1578,,,1494,,,20200331,20200331,adm1,China,Guangdong,,,
1579,,,1501,,,20200401,20200401,adm1,China,Guangdong,,,
1580,,,1507,,,20200402,20200402,adm1,China,Guangdong,,,
1581,,,1514,,,20200403,20200403,adm1,China,Guangdong,,,
1582,,,1516,,,20200404,20200404,adm1,China,Guangdong,,,
1583,,,1524,,,20200405,20200405,adm1,China,Guangdong,,,
1584,,,1532,,,20200406,20200406,adm1,China,Guangdong,,,
1585,,,1533,,,20200407,20200407,adm1,China,Guangdong,,,
1586,,,1536,,,20200408,20200408,adm1,China,Guangdong,,,
1587,,,1539,,,20200409,20200409,adm1,China,Guangdong,,,
1588,,,1544,,,20200410,20200410,adm1,China,Guangdong,,,
1589,,,1548,,,20200411,20200411,adm1,China,Guangdong,,,
1590,,,1552,,,20200412,20200412,adm1,China,Guangdong,,,
1591,,,2,,,20200122,20200122,adm1,China,Guangxi,,,
1592,,,5,,,20200123,20200123,adm1,China,Guangxi,,,
1593,,,23,,,20200124,20200125,adm1,China,Guangxi,,,
1594,,,36,,,20200126,20200126,adm1,China,Guangxi,,,
1595,,,46,,,20200127,20200127,adm1,China,Guangxi,,,
1596,,,51,,,20200128,20200128,adm1,China,Guangxi,,,
1597,,,58,,,20200129,20200129,adm1,China,Guangxi,,,
1598,,,78,,,20200130,20200130,adm1,China,Guangxi,,,
1599,,,87,,,20200131,20200131,adm1,China,Guangxi,,,
1600,,,100,,,20200201,20200201,adm1,China,Guangxi,,,
1601,,,111,,,20200202,20200202,adm1,China,Guangxi,,,
1602,,,127,,,20200203,20200203,adm1,China,Guangxi,,,
1603,,,139,,,20200204,20200204,adm1,China,Guangxi,,,
1604,,,150,,,20200205,20200205,adm1,China,Guangxi,,,
1605,,,168,,,20200206,20200206,adm1,China,Guangxi,,,
1606,,,172,,,20200207,20200207,adm1,China,Guangxi,,,
1607,,,183,,,20200208,20200208,adm1,China,Guangxi,,,
1608,,,195,,,20200209,20200209,adm1,China,Guangxi,,,
1609,,,210,,,20200210,20200210,adm1,China,Guangxi,,,
1610,,,215,,,20200211,20200211,adm1,China,Guangxi,,,
1611,,,222,,,20200212,20200213,adm1,China,Guangxi,,,
1612,,,226,,,20200214,20200214,adm1,China,Guangxi,,,
1613,,,235,,,20200215,20200215,adm1,China,Guangxi,,,
1614,,,237,,,20200216,20200216,adm1,China,Guangxi,,,
1615,,,238,,,20200217,20200217,adm1,China,Guangxi,,,
1616,,,242,,,20200218,20200218,adm1,China,Guangxi,,,
1617,,,244,,,20200219,20200219,adm1,China,Guangxi,,,
1618,,,245,,,20200220,20200220,adm1,China,Guangxi,,,
1619,,,246,,,20200221,20200221,adm1,China,Guangxi,,,
1620,,,249,,,20200222,20200223,adm1,China,Guangxi,,,
1621,,,251,,,20200224,20200224,adm1,China,Guangxi,,,
1622,,,252,,,20200225,20200316,adm1,China,Guangxi,,,
1623,,,253,,,20200317,20200319,adm1,China,Guangxi,,,
1624,,,254,,,20200320,20200412,adm1,China,Guangxi,,,
1625,,,1,,,20200122,20200122,adm1,China,Guizhou,,,
1626,,,3,,,20200123,20200124,adm1,China,Guizhou,,,
1627,,,4,,,20200125,20200125,adm1,China,Guizhou,,,
1628,,,5,,,20200126,20200126,adm1,China,Guizhou,,,
1629,,,7,,,20200127,20200127,adm1,China,Guizhou,,,
1630,,,9,,,20200128,20200129,adm1,China,Guizhou,,,
1631,,,12,,,20200130,20200130,adm1,China,Guizhou,,,
1632,,,29,,,20200131,20200201,adm1,China,Guizhou,,,
1633,,,38,,,20200202,20200202,adm1,China,Guizhou,,,
1634,,,46,,,20200203,20200203,adm1,China,Guizhou,,,
1635,,,58,,,20200204,20200204,adm1,China,Guizhou,,,
1636,,,64,,,20200205,20200205,adm1,China,Guizhou,,,
1637,,,71,,,20200206,20200206,adm1,China,Guizhou,,,
1638,,,81,,,20200207,20200207,adm1,China,Guizhou,,,
1639,,,89,,,20200208,20200208,adm1,China,Guizhou,,,
1640,,,99,,,20200209,20200209,adm1,China,Guizhou,,,
1641,,,109,,,20200210,20200210,adm1,China,Guizhou,,,
1642,,,127,,,20200211,20200211,adm1,China,Guizhou,,,
1643,,,133,,,20200212,20200212,adm1,China,Guizhou,,,
1644,,,135,,,20200213,20200213,adm1,China,Guizhou,,,
1645,,,140,,,20200214,20200214,adm1,China,Guizhou,,,
1646,,,143,,,20200215,20200215,adm1,China,Guizhou,,,
1647,,,144,,,20200216,20200216,adm1,China,Guizhou,,,
1648,,,146,,,20200217,20200316,adm1,China,Guizhou,,,
1649,,,147,,,20200317,20200317,adm1,China,Guizhou,,,
1650,,,146,,,20200318,20200412,adm1,China,Guizhou,,,
1651,,,4,,,20200122,20200122,adm1,China,Hainan,,,
1652,,,5,,,20200123,20200123,adm1,China,Hainan,,,
1653,,,8,,,20200124,20200124,adm1,China,Hainan,,,
1654,,,19,,,20200125,20200125,adm1,China,Hainan,,,
1655,,,22,,,20200126,20200126,adm1,China,Hainan,,,
1656,,,33,,,20200127,20200127,adm1,China,Hainan,,,
1657,,,40,,,20200128,20200128,adm1,China,Hainan,,,
1658,,,43,,,20200129,20200129,adm1,China,Hainan,,,
1659,,,46,,,20200130,20200130,adm1,China,Hainan,,,
1660,,,52,,,20200131,20200131,adm1,China,Hainan,,,
1661,,,62,,,20200201,20200201,adm1,China,Hainan,,,
1662,,,64,,,20200202,20200202,adm1,China,Hainan,,,
1663,,,72,,,20200203,20200203,adm1,China,Hainan,,,
1664,,,80,,,20200204,20200204,adm1,China,Hainan,,,
1665,,,99,,,20200205,20200205,adm1,China,Hainan,,,
1666,,,106,,,20200206,20200206,adm1,China,Hainan,,,
1667,,,117,,,20200207,20200207,adm1,China,Hainan,,,
1668,,,124,,,20200208,20200208,adm1,China,Hainan,,,
1669,,,131,,,20200209,20200209,adm1,China,Hainan,,,
1670,,,138,,,20200210,20200210,adm1,China,Hainan,,,
1671,,,144,,,20200211,20200211,adm1,China,Hainan,,,
1672,,,157,,,20200212,20200213,adm1,China,Hainan,,,
1673,,,159,,,20200214,20200214,adm1,China,Hainan,,,
1674,,,162,,,20200215,20200216,adm1,China,Hainan,,,
1675,,,163,,,20200217,20200218,adm1,China,Hainan,,,
1676,,,168,,,20200219,20200412,adm1,China,Hainan,,,
1677,,,1,,,20200122,20200123,adm1,China,Hebei,,,
1678,,,2,,,20200124,20200124,adm1,China,Hebei,,,
1679,,,8,,,20200125,20200125,adm1,China,Hebei,,,
1680,,,13,,,20200126,20200126,adm1,China,Hebei,,,
1681,,,18,,,20200127,20200127,adm1,China,Hebei,,,
1682,,,33,,,20200128,20200128,adm1,China,Hebei,,,
1683,,,48,,,20200129,20200129,adm1,China,Hebei,,,
1684,,,65,,,20200130,20200130,adm1,China,Hebei,,,
1685,,,82,,,20200131,20200131,adm1,China,Hebei,,,
1686,,,96,,,20200201,20200201,adm1,China,Hebei,,,
1687,,,104,,,20200202,20200202,adm1,China,Hebei,,,
1688,,,113,,,20200203,20200203,adm1,China,Hebei,,,
1689,,,126,,,20200204,20200204,adm1,China,Hebei,,,
1690,,,135,,,20200205,20200205,adm1,China,Hebei,,,
1691,,,157,,,20200206,20200206,adm1,China,Hebei,,,
1692,,,172,,,20200207,20200207,adm1,China,Hebei,,,
1693,,,195,,,20200208,20200208,adm1,China,Hebei,,,
1694,,,206,,,20200209,20200209,adm1,China,Hebei,,,
